,address,speed,heading,timestamp,rssi,receiver,callsign,altitude,latitude,longitude,distance
5757,3946E5,,,2025-05-25T10:30:55.677410973+02:00,-89.8657331801171,zi-5067,,38025.0,51.81916,6.00288,74.84499383706394
20361,4BCE05,,,2025-05-25T12:30:47.922113193+02:00,-89.87991989315522,zi-5067,,38000.0,52.26942,5.90179,65.17561158146417
7069,4BC899,,,2025-05-25T10:35:44.140110067+02:00,-89.87991989315522,zi-5067,,36000.0,51.90868,6.6421,39.5830209074948
19060,3C7A50,,,2025-05-25T12:25:08.664061295+02:00,-89.87991989315522,zi-5067,,38225.0,51.82386,6.63025,48.71986000417854
5508,4CAD7D,,,2025-05-25T10:30:05.866217516+02:00,-89.89410436730543,zi-5067,,24375.0,51.86236,6.24969,59.02726653818087
4558,46A5E1,,,2025-05-25T10:25:01.778980898+02:00,-89.89410436730543,zi-5067,,15350.0,52.39766,6.08862,55.190550645849875
14940,3C64EE,,,2025-05-25T11:21:47.35837677+02:00,-89.89410436730543,zi-5067,,33400.0,51.77028,5.65422,97.49799208409085
3660,471FA1,,,2025-05-25T10:23:03.159927868+02:00,-89.90828660362736,zi-5067,,36825.0,52.04375,6.6407,26.29176252299494
10871,405457,,,2025-05-25T10:51:53.639633817+02:00,-89.92246660317987,zi-5067,,37050.0,51.99797,6.72654,28.26434064748141
15444,3C4B33,,,2025-05-25T11:28:16.861520982+02:00,-89.92246660317987,zi-5067,,32000.0,52.00676,5.71571,82.14796477177482
16951,4784C2,,,2025-05-25T11:41:05.163040184+02:00,-89.93664436702095,zi-5067,,37000.0,52.51106,6.75848,30.99684842610036
14038,407FF4,,,2025-05-25T11:11:16.682144775+02:00,-89.95081989620773,zi-5067,,36000.0,51.55893,5.12772,140.75191070156123
3121,06A1D1,,,2025-05-25T10:17:50.226134717+02:00,-89.95081989620773,zi-5067,,41000.0,52.06239,6.55107,28.70862202029226
14231,39E698,,,2025-05-25T11:12:07.252954594+02:00,-89.96499319179655,zi-5067,,37000.0,52.60952,6.59658,44.85142239638824
15454,3C4B33,,,2025-05-25T11:28:22.974976178+02:00,-89.9791642548429,zi-5067,,32000.0,52.01812,5.70528,82.42954905512165
13874,4CA73A,,,2025-05-25T11:10:10.707974565+02:00,-89.9791642548429,zi-5067,,38000.0,51.78745,5.97107,78.7741711554979
3524,48597D,,,2025-05-25T10:22:26.132587942+02:00,-89.9791642548429,zi-5067,,21600.0,51.9806,5.82644,76.0790757946414
7423,4C01E4,,,2025-05-25T10:36:39.301876045+02:00,-89.99333308640146,zi-5067,,20675.0,52.0128,5.96672,65.83722441484048
19658,3C66C3,,,2025-05-25T12:28:29.858773962+02:00,-90.00749968752604,zi-5067,,41000.0,52.06542,5.80416,74.44354553408205
19704,4852F6,,,2025-05-25T12:28:44.169849111+02:00,-90.00749968752604,zi-5067,,22750.0,52.2935,5.97183,60.607672197704076
17126,4CADBB,,,2025-05-25T11:41:41.534291571+02:00,-90.00749968752604,zi-5067,,36000.0,51.86728,6.01435,70.96519469574015
15437,400E5A,,,2025-05-25T11:28:14.673036304+02:00,-90.00749968752604,zi-5067,,37975.0,51.72792,6.47217,62.671702910886445
12055,76CCE1,,,2025-05-25T11:01:04.687891129+02:00,-90.0499861188218,zi-5067,,37000.0,52.26947,6.20163,44.806547149633154
13083,738055,,,2025-05-25T11:07:25.451421585+02:00,-90.0499861188218,zi-5067,,21250.0,51.82921,5.84488,82.94048076546582
5515,4CAD7D,,,2025-05-25T10:30:06.960479259+02:00,-90.06414380873223,zi-5067,,24400.0,51.86417,6.24818,58.95702845492169
3472,471FA1,,,2025-05-25T10:19:05.044960015+02:00,-90.07829927346542,zi-5067,,35050.0,52.07533,5.77214,76.27709416746367
16859,4CA837,,,2025-05-25T11:40:47.026905632+02:00,-90.07829927346542,zi-5067,,36000.0,51.56218,5.24233,133.980087565863
13312,3C4D4A,,,2025-05-25T11:08:04.444984022+02:00,-90.09245251407025,zi-5067,,16000.0,52.32349,6.30325,38.8899832590037
2284,06A1D1,,,2025-05-25T10:15:03.324876855+02:00,-90.09245251407025,zi-5067,,41000.0,52.18423,5.91141,64.78171764073099
7662,471FAE,,,2025-05-25T10:38:34.752595026+02:00,-90.09245251407025,zi-5067,,34950.0,51.8996,6.67153,39.833698024864226
8599,484C54,,,2025-05-25T10:42:09.928705344+02:00,-90.10660353159471,zi-5067,,25025.0,51.86032,5.94427,75.34604917339797
18431,801600,,,2025-05-25T12:22:54.42278884+02:00,-90.12075232708612,zi-5067,,40000.0,51.89816,5.51804,99.12065865334634
6678,484CB7,,,2025-05-25T10:34:36.420876516+02:00,-90.12075232708612,zi-5067,,21625.0,52.01794,5.71258,81.96017499058664
